id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_979,The Restart Project,Power tool,Unknown,????,Repairable,Restart HQ,2013-12-15,Soldering iron - No power - Needs a spare part,,,
restart_980,The Restart Project,Laptop medium,Toshiba,????,End of life,Restart HQ,2013-12-15,Laptop - USB ports - Found a work-around,,,
restart_981,The Restart Project,Laptop medium,Apple,????,Fixed,Restart HQ,2013-12-15,Laptop - No sound -,,,
restart_982,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restart HQ,2013-12-15,DVD player - Doesn't read DVD - No time,,,
restart_983,The Restart Project,Tablet,Unknown,????,End of life,Restart HQ,2013-12-15,Tablet - Not charging -,,,
restart_984,The Restart Project,Laptop medium,Dell,????,End of life,Restart HQ,2013-12-15,Laptop - USB ports - Gave good advice,,,
restart_985,The Restart Project,Laptop medium,Dell,????,Fixed,Restart HQ,2013-12-15,Laptop - Browser issues - Improved,,,
restart_986,The Restart Project,Mobile,Unknown,????,Fixed,Restart HQ,2013-12-15,Headphones - No sounds - Sugru,,,
restart_987,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Restart HQ,2013-12-15,DVD player - Mechanical problem -,,,
restart_988,The Restart Project,Toy,Fisher-Price,????,Fixed,Restart HQ,2013-12-15,Toy camera - No power - Midas touch,,,
restart_989,The Restart Project,Printer/scanner,Epson,????,Fixed,Restart HQ,2013-12-15,Printer - Stopped printing - Needed proprietary cartridges,,,
restart_990,The Restart Project,Mobile,Apple,????,Repairable,Restart HQ,2013-12-15,Mobile - screen issue - Spare part needed,,,
restart_991,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2013-12-15,Lamp - No power -,,,
restart_992,The Restart Project,Portable radio,Unknown,????,Fixed,Restart HQ,2013-12-15,Radio - Power issues -,,,
restart_993,The Restart Project,Handheld entertainment device,Unknown,????,End of life,Restart HQ,2014-01-25,Phone - Not charging - Needed to destroy the case to get into it,,,
restart_994,The Restart Project,Digital Compact Camera,Unknown,????,End of life,Restart HQ,2014-01-25,Camera - Memory card locked - Very difficult repair,,,
restart_995,The Restart Project,PC Accessory,Unknown,????,Fixed,Restart HQ,2014-01-25,Laptop charger - Loose connection -,,,
restart_996,The Restart Project,Toy,Unknown,????,Fixed,Restart HQ,2014-01-25,Toy - Intermittent fault -,,,
restart_997,The Restart Project,Laptop medium,Dell,????,Fixed,Restart HQ,2014-01-25,Laptop - Running slow -,,,
restart_998,The Restart Project,PC Accessory,Unknown,????,Fixed,Restart HQ,2014-01-25,Flash guns - No power -,,,
restart_999,The Restart Project,PC Accessory,Unknown,????,End of life,Restart HQ,2014-01-25,Flash guns - No power - Capacitor exploded,,,
restart_1000,The Restart Project,Toaster,Unknown,????,Fixed,Restart HQ,2014-01-25,Toaster - Mechanical problem -,,,
restart_1001,The Restart Project,Portable radio,Unknown,????,End of life,Restart HQ,2014-01-25,Radio - No reception - Piece of shit,,,
restart_1002,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restart HQ,2014-01-25,Blueray player - Mechanical fault -,,,
restart_1003,The Restart Project,Laptop medium,IBM,????,Fixed,Restart HQ,2014-01-25,Laptop - No power -,,,
restart_1004,The Restart Project,PC Accessory,iOmega Lenovo,????,Fixed,Restart HQ,2014-01-25,"External HD - No power - Powered on, not sure about data",,,
restart_1005,The Restart Project,Portable radio,Unknown,????,Fixed,Restart HQ,2014-01-25,Radio - No signal -,,,
restart_1006,The Restart Project,Portable radio,Unknown,????,End of life,Restart HQ,2014-01-25,Radio - No signal -,,,
restart_1007,The Restart Project,Misc,Unknown,????,Fixed,Restart HQ,2014-01-25,Phone - No sound -,,,
restart_1008,The Restart Project,Portable radio,Unknown,????,End of life,Restart HQ,2014-01-25,Radio - No power -,,,
restart_1009,The Restart Project,Headphones,Unknown,????,Repairable,Restart HQ,2014-01-25,Headphones - No sound in one channel - No time,,,
restart_1010,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-01-25,Laptop - Booting very slow -,,,
restart_1011,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restart HQ,2014-01-25,Audio component - Mechnical problem -,,,
restart_1012,The Restart Project,PC Accessory,Unknown,????,End of life,Restart HQ,2014-01-25,Keyboard - Damaged casing -,,,
restart_1013,The Restart Project,Mobile,Google,????,End of life,Restart HQ,2014-01-25,Mobile - Not booting - Needs new motherboard,,,
restart_1014,The Restart Project,Desktop computer,Unknown,????,End of life,Restart HQ,2014-01-25,PC tower - Power cuts out - Needs new motherboard,,,
restart_1015,The Restart Project,Toaster,Unknown,????,End of life,Restart HQ,2014-01-25,Toaster - Mechanical problem -,,,
restart_1016,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2014-01-25,Lamp - No power - New fuse,,,
restart_1017,The Restart Project,Projector,Unknown,????,End of life,Restart HQ,2014-01-25,Projector - Image problem - No time,,,
restart_1018,The Restart Project,Laptop medium,Dell,????,Repairable,Restart HQ,2014-01-25,Laptop - keyboard - Needs new keyboard,,,
restart_1019,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2014-01-25,Cycling vest - Lights out -,,,
restart_1020,The Restart Project,Power tool,Unknown,????,End of life,Restart HQ,2014-01-29,"Sander - Something ""blew"" - Motor",,,
restart_1021,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-01-29,Laptop - Mousepad issue - DIY ready,,,
restart_1022,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Restart HQ,2014-01-29,Skybox - No power - It was the power adapter,,,
restart_1023,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-01-29,Laptop - Running slow and loud - Cleaned it,,,
restart_1024,The Restart Project,Laptop small,Unknown,????,End of life,Restart HQ,2014-01-29,Laptop - USB ports - Brought the wrong spare,,,
restart_1025,The Restart Project,Fan,Unknown,????,Fixed,Restart HQ,2014-01-29,Tower fan - No power - Fuse replaced,,,
restart_1026,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-01-29,Laptop - keyboard - Replaced,,,
restart_1027,The Restart Project,Vacuum,Unknown,????,Fixed,Restart HQ,2014-01-29,Hoover - Not pulling air - Improved,,,
restart_1028,The Restart Project,Headphones,Unknown,????,Fixed,Restart HQ,2014-01-29,Headphones - Contuinity fault -,,,
restart_1029,The Restart Project,Headphones,Unknown,????,Fixed,Restart HQ,2014-01-29,Headphones - No sound in one channel -,,,
restart_1030,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-01-29,Laptop - Spontaneous shuts down -,,,
restart_1031,The Restart Project,Tablet,Unknown,????,Fixed,Restart HQ,2014-01-29,Tablet - Power jack - Replaced,,,
restart_1032,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-01-29,Laptop - DVD player broken -,,,
restart_1033,The Restart Project,Laptop small,Unknown,????,End of life,Restart HQ,2014-01-29,Netbook - Screen issue -,,,
restart_1034,The Restart Project,Mobile,Unknown,????,Fixed,Restart HQ,2014-01-29,Mobile - Power jack -,,,
restart_1035,The Restart Project,Headphones,Unknown,????,Fixed,Restart HQ,2014-01-29,Headphones - Power jack - Sugrued and soldered,,,
restart_1036,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-01-29,Laptop - Power problem - Adapter broken,,,
restart_1037,The Restart Project,Misc,Unknown,????,Fixed,Restart HQ,2014-01-29,Cordless phone - Continuity fault - Needs new charger,,,
restart_1038,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restart HQ,2014-01-29,"Wall clock - No power, battery changed -",,,
restart_1039,The Restart Project,Power tool,Unknown,????,End of life,Restart HQ,2014-02-19,Drill - Not charging - Needed a spare part,,,
restart_1040,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-02-19,Laptop - No power -,,,
restart_1041,The Restart Project,Tablet,Apple,????,Fixed,Restart HQ,2014-02-19,Tablet - No power -,,,
restart_1042,The Restart Project,Mobile,Samsung,????,Repairable,Restart HQ,2014-02-19,Mobile - Screen issue - Referred to professional,,,
restart_1043,The Restart Project,Portable radio,Unknown,????,End of life,Restart HQ,2014-02-19,Radio - Sound issue - Digital tuner broken, FM working,,
restart_1044,The Restart Project,Vacuum,Unknown,????,Fixed,Restart HQ,2014-02-19,Hoover - Broken hose -,,,
restart_1045,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restart HQ,2014-02-19,Blender - No power - Needed Torx screwdrivers,,,
restart_1046,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-02-19,Laptop - Mechanical issue -,,,
restart_1047,The Restart Project,Digital Compact Camera,Unknown,????,End of life,Restart HQ,2014-02-19,Camera - Not taking photos - Needs further advice,,,
restart_1048,The Restart Project,Mobile,Unknown,????,Fixed,Restart HQ,2014-02-19,Headphones - No power - Just a power supply issue,,,
restart_1049,The Restart Project,Handheld entertainment device,Unknown,????,Repairable,Restart HQ,2014-02-19,Mp3 player - Not charging - Needs a spare part,,,
restart_1050,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-02-19,Laptop - Dodgy keyboard, wifi broken - Improved,,
restart_1051,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restart HQ,2014-02-19,DVD player - No power - Needs more work,,,
restart_1052,The Restart Project,Digital Compact Camera,Unknown,????,End of life,Restart HQ,2014-02-19,Camera - Lens mechanism - Needs more work,,,
restart_1053,The Restart Project,Mobile,Samsung,????,Repairable,Restart HQ,2014-02-19,Mobile - Home button - Needs more work,,,
restart_1054,The Restart Project,Mobile,Apple,????,Repairable,Restart HQ,2014-02-19,Mobile - Home button/Power switch - Needs spare part - DIY ready,,,
restart_1055,The Restart Project,Tablet,Unknown,????,Fixed,Restart HQ,2014-02-19,Tablet - Power in loose - Needs new power supply,,,
restart_1056,The Restart Project,Mobile,Google,????,Fixed,Restart HQ,2014-02-19,Mobile - Screen issue - Self-fix,,,
restart_1057,The Restart Project,Headphones,Unknown,????,Repairable,Restart HQ,2014-02-19,Bluetooth headset - No sound - Parts missing,,,
restart_1058,The Restart Project,Tablet,Apple,????,Fixed,Restart HQ,2014-02-19,Tablet - Intermittent power -,,,
restart_1059,The Restart Project,Mobile,Samsung,????,Fixed,Restart HQ,2014-02-19,Mobile - Lens smashed - Self-fix,,,
restart_1060,The Restart Project,Power tool,Unknown,????,End of life,Restart HQ,2014-02-19,Drill - No power - Motor burned out,,,
restart_1061,The Restart Project,Hi-Fi separates,JBL,????,Fixed,Restart HQ,2014-02-19,External speakers - No sound in one channel -,,,
restart_1062,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-02-19,Laptop - Running slow -,,,
restart_1063,The Restart Project,Mobile,Unknown,????,Fixed,Restart HQ,2014-02-19,Headphones - No sound in one channel -,,,
restart_1064,The Restart Project,Toaster,Unknown,????,End of life,Restart HQ,2014-02-19,Toaster - No power - Mystery,,,
restart_1065,The Restart Project,Printer/scanner,Canon,????,End of life,Restart HQ,2014-02-19,Printer - Stopped printing - Needs deeper clean,,,
restart_1066,The Restart Project,DLSR / Video Camera,Sony,????,End of life,Restart HQ,2014-02-19,Video8 Camcorder - No playback - Motor broken,,,
restart_1067,The Restart Project,Power tool,Unknown,????,End of life,Restart HQ,2014-02-19,Drill - No power - Motor broken,,,
restart_1068,The Restart Project,Aircon/Dehumidifier,Unknown,????,Repairable,Restart HQ,2014-02-19,Oil heater - No power - Needs parts,,,
restart_1069,The Restart Project,TV and gaming-related accessories,Unknown,????,End of life,Restart HQ,2014-02-19,TV tuner - Not receiving - Needs parts,,,
restart_1070,The Restart Project,Kettle,Unknown,????,Fixed,Restart HQ,2014-02-19,Kettle - Not heating adequately -,,,
restart_1071,The Restart Project,Laptop medium,Unknown,????,Repairable,Restart HQ,2014-02-19,Laptop - No power - Needs more time,,,
restart_1072,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-02-19,Laptop - Wifi issue -,,,
restart_1073,The Restart Project,Lamp,Unknown,????,Fixed,Restart HQ,2014-02-19,Bike light - Continuity fault -,,,
restart_1074,The Restart Project,Headphones,Unknown,????,End of life,Restart HQ,2014-02-19,Headphones - No sound in one channel - DIY-ready,,,
restart_1075,The Restart Project,Portable radio,Unknown,????,End of life,Restart HQ,2014-02-19,"Radio - ""Blown"" - Beyond repair",,,
restart_1076,The Restart Project,Tablet,Apple,????,Fixed,Restart HQ,2014-02-19,Tablet - Running slow -,,,
restart_1077,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-02-19,Laptop - Power in loose - Needs more permanent repair,,,
restart_1078,The Restart Project,Mobile,Samsung,????,End of life,Restart HQ,2014-02-19,Mobile - USB port - Referred to professional,,,
restart_1079,The Restart Project,Mobile,Samsung,????,End of life,Restart HQ,2014-02-19,Mobile - Bootloop - Referred to professional,,,
restart_1080,The Restart Project,PC Accessory,Unknown,????,End of life,Restart HQ,2014-02-19,Laptop charger - Continuity fault - Needs replacement jack,,,
restart_1081,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restart HQ,2014-03-08,DAB Radio - No sound -,,,
restart_1082,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-03-08,Laptop - Screen issue - Work around,,,
restart_1083,The Restart Project,Decorative or safety lights,Unknown,????,End of life,Restart HQ,2014-03-08,Watch - Battery - Need better tools,,,
restart_1084,The Restart Project,Mobile,Apple,????,End of life,Restart HQ,2014-03-08,Mobile - Screen issue -,,,
restart_1085,The Restart Project,Handheld entertainment device,Apple,????,Repairable,Restart HQ,2014-03-08,Mp3 player - Screen issue - Needs replacement,,,
restart_1086,The Restart Project,Handheld entertainment device,Unknown,????,Repairable,Restart HQ,2014-03-08,GPS - Screen issue - Needs replacement,,,
restart_1087,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-03-08,Laptop - Touchpad faulty -,,,
restart_1088,The Restart Project,Small kitchen item,Unknown,????,End of life,Restart HQ,2014-03-08,Juicer - No power - Motor issue,,,
restart_1089,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restart HQ,2014-03-08,Audio component - Does not read discs -,,,
restart_1090,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restart HQ,2014-03-08,Speakers - No power - Replacement part ID'ed,,,
restart_1091,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-03-08,Laptop - No power - Motherboard issue,,,
restart_1092,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restart HQ,2014-03-08,Blender - Jug stuck - Needs replacement part,,,
restart_1093,The Restart Project,Laptop medium,Unknown,????,Repairable,Restart HQ,2014-03-08,Laptop - No power - Needs replacement part,,,
restart_1094,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Restart HQ,2014-03-08,Tape delay - No sound output - Advice given,,,
restart_1095,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2014-03-08,Laptop - Overheats -,,,
restart_1096,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restart HQ,2014-03-08,Turntable - Not turning - DIY ready,,,
restart_1097,The Restart Project,Tablet,Unknown,????,Repairable,Restart HQ,2014-03-08,tablet - Screen issue - Spare part sourced,,,
restart_1098,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2014-03-08,Laptop - Failed OS reinstall - HD problem,,,
restart_1099,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restart HQ,2014-03-08,Handmixer - No strength -,,,
restart_1100,The Restart Project,Mobile,Sony,????,Fixed,Restart HQ,2014-03-08,Mobile - Screen issue - Self-repair,,,
restart_1101,The Restart Project,Mobile,Samsung,????,End of life,Restart HQ,2014-03-08,Mobile - Won't boot -,,,
restart_1102,The Restart Project,PC Accessory,Apple,????,End of life,Restart HQ,2014-03-08,Keyboard - Water damage - Needs deep clean,,,
restart_1103,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Restart HQ,2014-03-08,"Audio component - Powers on, no response - Needs more time",,,
restart_1104,The Restart Project,PC Accessory,Unknown,????,Fixed,Restart HQ,2014-03-08,Printer powerpack - Needs testing - Works,,,
